DoB,UID,address,ethnic_group,gender,join_date
1975-02-18,30820954425675,M25 1,F,F,2013-06-04
1971-12-10,72156207909354,M27 0,F,M,2011-01-29
1943-10-05,84078812436000,M24 6,D,F,1954-05-27
1936-09-18,37790305158631,M24 1,B,M,1962-05-18
1976-05-21,27975593346287,M28 3,B,M,1981-04-26
1995-09-12,85185841434518,M24 6,X,F,2005-04-13
1970-04-13,45746185177846,M34 5,B,F,2012-01-21
1950-03-08,80616070019550,M7 4,B,M,1987-07-25
1985-06-24,97420576613234,M24 2,F,F,2009-05-25
1978-11-15,17253597107826,M22 0,C,F,1992-11-15
1945-11-30,5002054453303,M24 2,F,M,1951-03-10
1978-02-05,32948272731815,M4 6,D,M,2017-05-24
1954-01-15,28973998377948,M27 8,X,M,2008-11-18
1959-10-21,39697373773993,M12 5,F,M,2010-12-22
1988-05-14,18616786245517,M5 4,A,M,2004-09-17
1992-01-13,37912137005566,M3 6,C,F,2010-07-10
1990-07-11,20611152591438,M27 0,A,F,2010-08-06
1941-09-23,70013835344107,M3 3,F,F,1979-02-27
1961-12-25,7836542160761,M9 4,X,M,1968-10-09
1995-02-22,38773684467285,M25 1,B,F,2003-05-10
1992-10-10,56769973039155,M18 8,C,M,2007-11-09
1975-06-12,72156747186347,M22 0,X,F,1998-09-24
1999-02-14,11924146098195,M43 7,B,M,2012-01-11
1958-11-28,53667441910471,M24 1,C,F,2013-10-02
1951-12-08,30239191262395,M33 5,C,F,1986-02-11
1949-08-16,13522668490917,M4 6,C,F,2011-08-28
1984-11-06,28210579604440,M27 8,B,M,1988-07-04
1996-10-09,50000208283858,M45 8,B,F,2011-11-25
2007-02-02,2523709529643,M60 1,A,M,2012-09-18
1995-10-13,63999321380617,M4 6,D,M,2014-08-03
1997-01-19,52527175902328,M2 2,X,M,2006-06-12
1963-08-31,63004061375417,M35 0,X,M,1973-01-31
1979-05-23,25765770469513,M23 9,C,F,1984-06-24
1986-01-06,14561051832482,M27 8,B,F,2002-04-30
1979-08-29,84304444329030,M28 2,F,M,1999-11-15
1988-08-02,82342197620751,M2 2,C,M,1998-12-04
1979-01-29,35648683589903,M44 6,D,F,1999-11-20
1993-11-01,784817795598,M46 0,C,F,2015-11-23
1947-04-06,38547438718068,M33 3,C,F,1975-01-11
1985-07-15,25533370865388,M27 8,X,M,2015-09-25
1982-01-27,11861987358169,M46 0,D,M,2000-05-30
1985-02-10,50518602511183,M20 6,A,M,2006-01-16
1965-03-02,81254825972623,M30 0,B,M,2004-08-22
1973-05-08,79127507340795,M40 1,D,F,1996-08-13
1981-03-21,66837491330361,M9 0,C,M,1983-02-28
1968-02-22,16377879336800,M2 2,F,F,1987-10-12
1951-09-19,48336374314000,M28 2,A,M,2014-09-19
1993-02-27,53050851922235,M25 1,X,M,2010-05-14
2007-04-29,12694176643446,M41 7,F,M,2013-11-10
1987-04-26,60789035322410,M12 5,B,F,2007-11-23
1989-03-19,15758629221001,M40 0,A,F,2007-08-08
1985-06-15,5952679544195,M25 1,D,M,1997-03-14
1949-06-15,66685493682646,M6 5,D,M,1951-01-05
1997-06-27,27522666178374,M24 6,F,F,2002-04-26
1933-10-31,72068949132211,M14 5,A,M,2013-08-29
1942-08-15,64116206599288,M2 2,A,M,1945-12-18
1995-08-20,14145898208054,M35 0,D,F,1999-02-03
1956-07-23,36561817659426,M43 7,C,M,2005-12-06
2005-07-24,27107422515864,M27 9,C,M,2011-07-03
2004-02-26,1432845310673,M3 6,A,F,2015-05-31
1982-08-02,84740087681115,M34 6,A,M,1997-06-22
1987-07-15,60058649749016,M11 4,D,F,2013-08-08
1942-02-22,45486685185147,M22 0,X,F,1948-08-26
1942-10-04,37930236731312,M20 4,D,F,1993-11-10
1977-01-21,96703223287259,M1 3,A,M,1992-08-04
1954-01-23,43812686111395,M22 9,B,F,1983-12-22
1976-03-31,93144080598484,M22 5,D,M,1998-12-16
1951-05-25,16944401946028,M33 3,X,M,1960-07-07
1962-03-25,50677193961258,M7 4,X,F,1981-09-24
1972-12-01,58118618191106,M45 7,D,M,1994-04-28
1959-10-20,75555705356184,M34 5,A,F,2015-02-10
2002-01-10,75353492325258,M20 1,A,F,2014-01-28
1959-12-09,8575911198487,M19 1,A,F,1969-01-12
1980-04-19,69818307478567,M45 8,C,M,1993-12-27
1985-05-16,18062562645123,M23 9,B,M,1995-02-03
1988-08-31,50376823643438,M44 6,A,M,1992-07-09
2002-06-26,2470677502279,M11 4,B,M,2014-09-27
1987-02-23,97942211381858,M1 2,B,M,1997-12-19
1960-10-08,35843095503752,M1 2,C,M,1969-09-17
1939-01-05,14795669515635,M33 3,F,F,1940-02-05
1941-03-21,88980889372345,M33 3,X,M,1994-09-21
1949-05-26,3924666328053,M45 7,F,M,1974-07-23
1934-07-27,86282126412820,M26 3,F,M,1971-04-26
1971-02-28,88742942584933,M19 3,C,F,1975-03-26
2001-07-23,87166978235213,M9 4,X,F,2004-02-14
1949-08-11,44023371579506,M25 3,D,M,1982-06-08
1946-02-08,70656664591841,M45 7,B,M,1986-01-09
1955-11-25,27165333917020,M28 3,F,F,1992-01-11
2006-12-13,91264131916417,M25 3,X,F,2007-09-24
1986-02-05,41574500291677,M3 3,C,F,2000-02-12
1983-07-26,43513230489758,M8 9,B,F,1993-05-05
1971-05-29,34490217205518,M3 3,X,F,1998-07-14
1981-09-06,4317238739724,M44 6,D,F,2017-09-02
1961-07-21,93976895508409,M7 3,B,M,2016-04-21
1966-08-30,3088363577742,M40 1,X,M,1983-01-02
1951-09-21,61806313913725,M7 2,A,M,1962-06-13
1986-11-17,5847637081927,M11 4,D,F,2013-07-11
1965-12-31,65577325260072,M35 0,X,F,2009-06-13
2006-11-19,38754215939336,M4 1,F,F,2007-07-17
2001-07-20,33989437937736,M27 9,C,M,2002-05-22
1979-05-03,26352414890149,M22 9,A,M,1986-06-21
1958-12-08,1277742884489,M20 1,A,F,2012-07-19
1985-05-19,27912496972784,M27 0,C,F,1990-12-19
1991-08-11,22188854046943,M8 5,X,F,1995-02-08
1937-04-19,11487514418759,M21 9,C,M,1949-09-13
1961-07-15,69757516491329,M45 7,X,F,2017-02-23
1995-12-28,74529885708244,M33 3,B,M,2001-07-10
1981-07-05,68333996277393,M9 4,C,F,2001-05-01
1984-09-08,1573855594530,M33 5,B,F,1988-07-06
1999-11-04,18742095288104,M34 6,D,M,2004-11-30
1993-02-19,57475955951197,M28 3,A,F,2005-04-08
1975-04-06,44657137378941,M4 5,D,F,1990-12-13
1993-02-07,64395880515322,M20 4,C,F,1999-05-07
1934-08-22,14131386256620,M25 3,X,F,2017-11-01
1965-07-08,54752278845853,M14 5,X,M,1979-04-06
1963-05-22,88361451933850,M34 5,B,M,1970-05-24
1986-06-11,10612171243990,M28 2,F,F,2016-05-09
1969-08-28,36594792634512,M40 1,C,F,2008-01-02
1957-11-14,43584568486711,M27 9,F,F,1980-04-17
1980-03-27,8821980386843,M28 1,A,M,1989-12-22
1948-04-13,31586084184269,M9 4,D,M,2004-07-15
1995-12-24,7135647511753,M29 8,C,F,2010-10-28
1967-04-02,25967325503686,M25 3,F,M,1984-06-19
1964-03-02,45920070563242,M34 6,X,F,1995-03-27
1958-02-08,44952041893911,M46 0,X,M,1995-05-23
1992-02-23,82907575700509,M18 8,D,M,2000-01-19
1945-02-12,76003370187279,M3 6,B,F,1949-08-20
1979-08-14,25091790745726,M24 1,D,M,2005-02-06
1959-07-24,82512210343733,M7 2,A,F,1981-11-15
1981-05-23,39145175944941,M34 6,D,F,2009-01-14
1979-06-12,13882627452692,M90 5,C,F,1994-10-15
1990-06-29,59512557192428,M26 3,A,F,2000-07-17
1985-04-15,31490136897816,M43 7,A,F,1997-06-30
1969-10-30,46036251044936,M44 6,A,M,1988-07-07
1975-11-25,56075789318245,M9 0,D,M,1977-08-27
1934-03-05,56651703665687,M35 0,B,M,1978-10-21
1946-11-24,92435669454419,M43 7,B,M,1986-04-26
1944-05-14,81109748464145,M7 3,D,M,2014-06-09
1957-11-18,25420656247178,M8 9,B,F,1988-06-01
1975-02-24,68438976899893,M34 5,A,F,2001-08-28
1976-01-23,3259491166218,M33 6,B,M,2012-08-22
2007-10-29,63844289858209,M4 5,C,F,2011-07-17
1974-06-19,60714295665770,M34 3,B,F,1989-12-03
1949-01-01,22890689416984,M1 2,D,M,1950-07-20
1979-11-06,22049018560955,M28 3,X,F,1998-11-24
1954-06-04,80943147625976,M4 1,C,M,1999-07-30
1971-09-15,30070369279730,M4 5,C,M,1992-07-02
1949-09-17,1962022510481,M14 7,A,F,1953-09-04
1966-01-21,83295444183197,M34 5,F,M,2000-07-05
1948-05-18,3315522798874,M19 3,D,F,1985-05-11
1950-06-20,98183239572607,M14 7,F,F,2007-01-04
1951-02-09,34740987162318,M44 6,B,M,1954-07-18
1965-05-12,24251069021740,M25 1,X,M,2009-12-08
1965-10-28,94104045509833,M28 1,X,M,2016-07-19
1970-05-18,40026135478750,M43 7,X,F,1971-01-18
2006-10-18,16182915041722,M23 9,A,F,2013-11-15
1939-09-11,49426965092425,M6 5,X,M,2000-03-17
1999-05-23,28785681047363,M18 7,B,F,2004-10-14
1999-01-13,73392186432379,M44 6,C,M,2006-03-01
2004-08-27,2461616752171,M24 6,F,F,2006-03-30
1949-04-11,16457848761444,M34 3,F,F,1978-07-17
2001-06-06,65244085255648,M44 6,X,M,2006-11-08
2001-03-10,20539648815151,M27 9,D,M,2009-07-13
2001-09-02,77937854446552,M7 4,F,F,2011-02-13
1949-01-31,3986109049586,M24 1,D,M,1954-05-05
1991-03-11,40405901218399,M19 1,X,F,2013-02-10
1993-06-12,15809577027233,M28 3,B,M,2008-10-04
1969-09-21,42705136402024,M30 0,X,F,2015-04-08
1951-01-21,98196025906803,M40 8,C,F,1971-09-05
1966-05-02,22695507662691,M4 1,C,F,2006-11-22
1978-09-20,24733935033271,M27 0,C,F,2002-05-03
1989-07-31,82079012756,M34 3,F,M,1995-01-05
1938-11-28,79538753178442,M27 9,D,M,1942-08-16
1992-12-19,56186954129506,M44 6,F,M,1995-05-25
2001-06-27,65727429984163,M6 5,D,F,2017-09-01
1990-11-09,64688454260901,M40 0,D,F,2015-10-09
1940-07-23,377587949045,M15 5,A,F,1943-03-01
1971-07-14,76995905945012,M8 9,X,F,1992-12-13
1944-11-22,83403461646024,M28 3,A,M,1960-10-22
1970-04-15,82359974811829,M40 0,F,F,1995-02-05
1989-09-30,14601213941083,M34 3,A,M,2016-12-05
1976-08-08,78170810050811,M25 1,B,F,1990-07-21
1956-10-07,56496476914159,M25 3,C,F,1977-07-03
1962-06-05,1744903904417,M20 1,A,M,2002-08-12
1972-03-28,27853986341561,M27 0,B,F,1992-09-16
1990-01-29,91529792037490,M5 4,F,F,1995-02-13
1954-01-10,60741986111659,M1 3,D,M,2016-09-29
1940-12-10,4858411648462,M33 3,C,F,1943-05-05
1988-11-29,56926316534485,M28 3,C,M,2017-05-25
1956-03-25,87750751917510,M24 6,X,M,1986-01-19
1958-02-12,66795852469439,M35 0,X,M,1991-02-03
2001-07-27,12629313806256,M24 2,F,M,2007-04-29
1965-05-23,43569343319850,M90 5,C,F,1992-06-24
1971-12-15,2282608124910,M25 9,F,F,2004-09-23
1984-01-13,31601971850496,M4 1,D,M,1986-02-05
2001-10-25,23126651710275,M9 0,A,F,2007-06-06
2005-03-16,31145374486526,M38 0,C,F,2014-07-09
1969-09-15,75483035031791,M21 9,C,F,1981-12-15
2005-10-12,20684080733955,M41 7,F,F,2013-06-05
1934-04-15,3937238588661,M40 8,A,F,1995-08-18
1941-01-24,66795982399566,M25 3,D,M,2016-11-13
1975-01-09,76558385549309,M60 1,X,F,1989-08-16
1940-04-06,69060229131519,M14 7,B,M,1962-09-13
1935-07-08,43037920581613,M15 5,D,M,1983-10-28
1942-02-11,31796108288720,M90 5,D,M,1947-07-09
1969-04-30,22900450453543,M40 8,A,M,2005-11-09
1948-02-13,49681498577278,M1 2,F,M,1952-10-12
1936-02-20,9374147047157,M14 5,D,M,1967-07-21
1936-01-06,11659480091594,M18 7,A,M,1965-08-06
1966-12-02,78807522242904,M8 9,F,F,2010-11-11
1991-06-30,70091631738320,M19 1,A,M,2008-10-07
2003-11-27,78727286692020,M3 3,X,M,2016-04-22
1933-03-01,81911330208513,M4 5,C,M,1994-10-25
1957-04-11,6002897850827,M7 2,F,F,1976-05-15
1945-01-27,64490426831911,M1 2,C,F,2012-03-05
1937-02-26,16816756315521,M40 0,B,F,2011-02-25
1976-05-15,39911796596598,M28 2,C,M,2014-06-08
1948-10-13,23589744980514,M3 3,B,M,1996-02-13
1976-09-22,49305128428090,M60 1,D,F,2004-02-06
1969-05-02,32503098767058,M1 2,A,F,1982-06-16
1934-05-06,40756579522051,M9 0,X,M,1962-03-14
1990-03-22,64822120356537,M33 5,C,F,2002-06-11
1936-04-28,56777079394666,M8 5,A,F,1983-11-17
1947-02-19,83655266900334,M24 1,D,F,2013-05-29
1964-06-29,67002509649368,M40 2,A,F,1989-03-07
1940-08-09,78735887258585,M44 6,B,M,1967-06-07
2005-10-28,65286084007399,M11 4,A,F,2011-01-24
1953-06-28,17907220421867,M27 8,C,F,1972-09-07
1964-08-29,11600115193446,M11 4,A,M,2010-05-08
1937-11-25,61759832242271,M40 2,C,F,1948-08-03
1991-04-29,75700931414331,M40 7,F,F,1999-05-17
2007-07-03,25312488687159,M27 9,B,M,2009-09-13
1953-11-03,15799091735742,M3 3,D,F,1978-10-18
2004-01-18,36036944418290,M11 4,B,M,2012-10-31
1937-09-30,30270001427768,M1 2,A,F,1970-02-04
1996-04-15,99145961430760,M11 4,X,F,2010-01-25
1969-10-05,42113299932356,M40 2,D,M,1999-03-07
1995-08-15,14019856087178,M4 1,X,F,2017-07-04
1968-12-21,82059065541627,M9 4,D,M,1988-07-26
1997-05-31,27166558091521,M15 5,D,F,2001-07-19
2006-03-02,79826814711630,M34 6,C,M,2016-09-03
1951-10-13,90939829235293,M28 1,B,M,1991-07-29
1977-02-06,90015327124373,M27 9,C,F,1978-12-30
1944-06-23,66137607873686,M40 2,B,M,2014-11-09
1967-08-14,18583972067635,M23 9,X,M,1991-09-23
2000-04-30,82839057359367,M1 2,C,M,2008-01-02
1979-07-12,52883198536486,M22 5,D,M,2017-08-04
2006-10-30,59262012009401,M25 1,D,M,2013-06-22
1945-07-12,19549804675419,M28 2,X,M,1976-11-24
1947-04-01,16778788315123,M22 5,C,F,1968-12-18
1984-08-27,79523534353784,M28 2,B,F,2017-05-14
1953-02-11,64834273549496,M34 3,X,F,1961-07-08
1957-07-28,82677767001749,M3 3,B,F,1963-11-05
1995-04-20,80231755427435,M14 5,B,M,2008-09-09
1985-10-23,1214101315258,M9 0,A,M,1998-12-06
1954-08-21,1497095719911,M7 2,X,M,2011-10-30
1998-03-29,16881334379711,M25 3,F,F,2004-06-25
2004-10-02,83365997047561,M11 4,A,M,2007-07-17
1990-02-23,70659352763134,M20 6,A,M,2014-05-07
1965-07-23,57761338214747,M28 2,A,M,1984-06-28
1957-09-07,43999149247997,M28 3,B,M,1993-09-25
1975-10-05,80485227142100,M33 5,D,M,2017-11-22
1976-12-04,55598540443111,M14 7,X,M,2013-05-30
2001-12-13,79675051327599,M41 7,F,M,2005-10-02
1941-04-20,86171718013949,M34 6,X,F,1959-06-28
1940-05-21,55560495592886,M30 0,D,F,2004-08-18
1962-12-08,12783254359212,M25 9,X,M,1978-09-28
1937-08-03,72107329182656,M11 4,A,F,1966-11-18
1989-01-17,23139200785383,M29 8,X,M,2016-02-29
1995-06-20,99683366974493,M27 8,X,M,1998-06-05
1978-10-02,1243781525770,M7 4,X,F,1979-09-29
1982-06-08,74222160391241,M43 7,B,M,2007-11-25
1993-10-29,5433617715099,M33 3,A,M,2005-03-09
1942-02-05,95023100037229,M24 1,X,M,1997-07-30
1954-06-10,8085458790648,M3 3,C,M,2002-03-23
1951-10-01,49141816046133,M7 3,F,F,1995-01-04
1987-12-09,40708099286138,M25 1,B,F,2002-03-28
2002-06-12,50068144555191,M19 3,B,F,2012-07-16
1967-09-04,56115893960703,M19 3,B,M,1999-01-12
1940-04-11,98760741552850,M44 6,F,F,2005-06-13
1960-07-21,96706054893777,M44 6,C,M,2017-06-27
1939-04-17,14467166356488,M24 2,C,F,1966-01-29
2006-12-08,56815535637458,M28 3,X,F,2009-08-04
1973-06-25,77031082671814,M12 5,X,F,1984-04-14
1960-06-16,88388141117656,M4 6,C,M,1968-12-14
1950-09-03,12408360579997,M26 3,X,F,1966-04-27
1940-10-07,65221117177249,M20 4,F,F,2016-08-24
1986-04-19,10794032979396,M7 2,X,F,2002-07-30
1949-09-20,62034351282101,M26 3,F,F,2001-04-06
1972-07-20,92723764685222,M27 9,B,M,2009-03-09
1939-06-24,56183286046320,M27 8,F,M,1996-03-20
1938-10-06,78576413294277,M40 7,B,F,2002-08-30
2005-02-23,69223962576103,M8 9,B,F,2013-04-30
1960-02-07,91708038433799,M14 5,X,F,1975-08-23
1992-07-28,82165810393129,M7 3,B,F,2008-05-11
2002-02-28,39107162734422,M18 8,B,F,2017-03-26
1990-05-19,87335696296192,M2 2,B,F,2000-11-26
1987-12-05,74488454241640,M29 8,C,F,1994-07-11
1997-11-07,69943189503356,M35 0,F,M,2009-09-14
1948-08-21,13683804481369,M25 3,B,M,2002-10-23
1936-08-26,97507013373274,M40 1,B,F,1979-02-03
2007-07-29,92134061335271,M41 7,F,F,2007-12-25
1942-04-24,76455896394046,M24 4,D,M,1998-12-28
1958-08-26,83057496286641,M18 8,B,M,2017-11-20
1961-02-15,58456254459456,M33 5,B,M,1989-01-13
1961-08-21,32499135529530,M14 7,C,F,2002-04-09
1943-07-06,24376874181998,M18 8,D,F,2009-07-16
2007-02-06,17463445642215,M14 7,D,M,2008-01-14
1933-11-29,81087095404207,M18 7,D,M,1985-01-01
1977-01-19,68865747153301,M43 7,C,M,1984-05-10
1950-10-24,49829222992023,M9 4,A,M,1974-03-15
1997-03-15,40074551872830,M35 0,X,M,2017-01-29
1937-08-03,41910668363331,M41 7,C,M,1952-05-29
1936-12-24,89286145048342,M34 6,C,F,1938-04-23
1942-09-18,38555841007891,M22 0,A,M,2000-04-08
1975-02-08,12180568168149,M24 4,C,F,1982-11-11
1936-04-28,75360174273227,M20 4,C,M,2016-01-11
1951-09-22,53977237237794,M24 2,F,F,2016-05-09
1982-07-13,78926766325613,M41 7,A,F,1984-07-24
1963-05-28,54000808617291,M8 9,X,F,2003-12-21
1976-09-27,60753655553987,M60 1,X,M,2016-05-22
1933-06-16,407194080103,M21 9,D,M,1941-08-30
1972-01-30,55806564076920,M7 2,X,M,2009-03-21
1950-08-20,83196257521734,M9 0,B,M,2017-11-18
1964-03-31,78232246387860,M40 1,X,F,1964-10-31
1990-03-01,77731699186475,M7 2,C,M,2017-10-07
1997-09-16,36028570117389,M45 7,D,F,2009-03-25
1975-09-18,26619394623552,M33 3,X,M,1983-09-20
2001-04-27,69329524607053,M3 3,C,M,2010-12-02
1950-05-25,20481722140584,M27 8,C,M,1981-03-01
1954-09-18,17874495579751,M15 5,C,F,2011-08-05
1978-03-09,52186020718294,M34 5,A,F,1998-01-05
1985-08-15,17279356487712,M1 3,F,M,2016-02-11
1949-02-18,99182048264952,M1 2,C,F,1962-11-04
1941-04-19,19635218529255,M45 8,X,M,1991-11-27
1954-08-10,19755719060000,M6 5,B,M,2007-03-10
1981-12-21,35937163767939,M27 9,A,M,1982-06-29
1965-06-28,38017341417016,M24 4,B,F,1965-09-22
2001-03-14,88833280729411,M1 3,D,F,2008-04-19
1974-09-01,4656306407957,M19 3,D,F,1991-10-26
1948-06-24,22277114572251,M6 5,B,M,1984-10-23
1965-12-02,95494404659514,M8 5,A,F,2009-06-03
1947-05-14,12081051127806,M43 7,B,M,2013-09-28
1998-08-02,76895693841736,M27 9,A,M,2006-05-15
1949-03-30,14034000757562,M27 8,D,F,1966-04-07
1956-04-08,53785573047813,M24 4,X,M,1974-06-20
1939-08-23,97246187402040,M22 0,D,F,1977-02-11
1942-10-05,75474588177010,M1 3,B,F,2009-05-09
2001-02-22,30662887005246,M20 4,X,M,2013-03-31
1970-05-20,69528087177268,M6 7,C,M,1987-09-02
1962-11-05,88640111673236,M27 9,A,F,1981-04-29
1948-12-21,20359787177487,M30 0,C,M,1982-07-17
1978-10-08,34420479439923,M28 3,D,M,1979-09-11
1981-10-29,87615536192721,M4 5,X,M,2000-10-12
1970-09-04,79070732760264,M18 7,D,M,2015-03-25
2005-11-23,72971887361438,M18 7,A,F,2016-09-16
2004-08-18,55587925017833,M22 5,X,M,2014-08-10
1937-10-06,21550536547230,M20 4,X,F,1953-08-12
1985-11-26,39158369965829,M45 7,A,M,2017-05-04
1974-12-24,56917893422937,M3 3,F,F,2013-10-22
1942-02-07,95534048986833,M25 1,D,M,1949-04-18
2003-02-08,98384613177056,M5 4,A,M,2007-03-03
1977-04-07,74822236979210,M12 5,B,M,1989-03-05
1935-01-15,91744993327445,M24 1,A,F,1938-07-01
1964-07-16,39315627749665,M27 9,B,M,1987-02-11
1949-04-06,25602573962449,M9 0,B,F,1957-04-15
1987-01-05,56621931808779,M12 5,A,M,1992-01-06
1963-05-25,50974785380504,M20 6,B,M,2006-09-17
1995-11-23,65064455149674,M34 3,B,M,2013-06-13
1985-03-14,90062213397535,M4 6,B,F,1996-08-02
1946-11-03,65062092716485,M4 6,X,M,1971-11-03
2003-04-13,88397342699314,M25 9,B,M,2015-03-16
1986-07-20,54949237591621,M27 9,B,M,2007-03-13
1986-08-12,14971700072766,M35 0,D,M,2005-12-06
1933-10-31,46989370325304,M5 4,F,M,1977-01-26
1957-10-09,88859102076605,M27 9,X,M,2016-04-08
2007-03-25,89278510607648,M3 3,X,M,2010-06-14
2002-11-09,53379129893472,M35 0,X,M,2003-09-30
1955-08-06,58607173328527,M44 6,F,F,1959-11-15
1939-11-07,88669857510682,M23 9,C,M,1952-06-05
1966-08-10,47665255962887,M8 5,F,F,2011-05-08
1939-07-14,34578900966225,M22 9,F,F,1981-02-28
1994-10-29,26006371952170,M19 3,B,F,2006-10-05
1983-10-22,22981429865205,M1 2,B,F,1996-03-23
1997-12-15,30534197457497,M12 5,C,F,2002-11-19
1945-05-28,50237276957169,M28 1,C,F,2009-09-23
1991-03-07,72990665794691,M11 4,F,M,2011-08-26
1936-08-04,88569443076291,M22 5,F,F,2014-09-07
1952-07-18,50552995388784,M2 2,C,F,2010-09-23
1966-08-22,46477048019908,M27 8,F,F,1976-07-29
1972-11-10,43722638080072,M9 4,C,F,1992-06-28
1989-04-07,50455520115486,M3 3,X,F,1992-11-13
1967-11-12,56279519853703,M40 2,C,F,1970-08-02
1977-05-27,9898498747233,M11 4,B,M,1992-10-22
1998-02-20,10014313790967,M4 5,B,F,2005-06-19
1981-04-03,71545384344689,M4 5,D,M,1992-08-18
1939-01-03,50432559485298,M22 9,A,F,1981-07-23
1984-03-01,36301410847289,M14 5,B,F,2009-04-29
1955-03-18,19328054636679,M22 0,A,M,2010-06-28
1985-04-30,67415254044586,M6 5,B,M,2015-06-15
1963-01-25,39546120172582,M27 8,B,F,2002-06-04
2003-09-22,50940607180524,M28 1,X,F,2013-05-13
1996-12-13,57534083437458,M8 9,A,F,2000-03-21
2002-06-14,92228046864557,M20 4,D,M,2010-04-23
1933-11-09,63404950226882,M34 5,A,F,1939-08-24
1946-08-02,32345690200995,M22 5,F,M,1991-10-03
1972-11-12,90880038439676,M21 9,C,M,2005-11-17
1950-03-06,44466734244422,M40 8,B,F,2015-07-14
1977-10-30,32186922308472,M1 3,B,M,1999-06-16
1941-12-24,57779884575868,M34 5,D,F,1979-11-29
1965-05-03,9457731743442,M27 8,A,F,1990-02-16
1984-07-29,24208375510998,M23 9,A,F,1996-07-06
1975-01-13,16917800049672,M33 3,D,M,2003-11-23
2007-03-14,36983319569073,M40 0,B,M,2007-09-05
1939-02-19,98856294200914,M19 3,D,M,1976-12-27
1996-04-01,14131129170091,M41 7,F,M,2011-02-09
1958-03-20,46503234452230,M34 3,B,F,1972-06-04
1994-09-12,76623235779530,M1 3,D,M,2017-03-29
1944-10-06,81522975248383,M23 9,X,F,1953-02-10
1989-07-13,92109561016956,M20 6,A,F,2004-04-10
1982-11-15,68791750364001,M25 9,A,F,1987-01-05
1958-03-11,8878953706188,M24 1,F,F,1999-10-26
1981-06-19,33863572618026,M28 3,X,M,2000-08-03
1958-12-18,54866703330135,M19 3,X,F,2002-11-10
1984-05-19,92473883578946,M18 7,B,M,1988-11-04
1936-02-28,26812059032163,M46 0,B,M,1967-01-25
1996-11-03,50420060592144,M19 3,B,F,2011-03-25
2005-12-02,66644037918963,M40 2,X,M,2006-04-07
1934-02-14,83024372313861,M45 8,D,M,1971-08-06
2007-07-16,44199831186300,M43 7,C,F,2008-10-17
1989-10-14,22232150684387,M1 3,X,F,2015-12-20
1936-05-15,89752236796281,M20 1,A,F,1968-06-12
1998-05-02,85566101935138,M23 9,X,F,2002-08-04
1987-12-31,36605139718329,M4 5,C,M,1988-01-19
2002-12-21,39852871116867,M6 7,F,M,2011-03-25
2007-10-18,23360124433830,M25 3,D,F,2013-08-20
1947-12-22,44093836338505,M34 5,F,M,2013-05-28
1942-11-14,11684063405862,M3 3,C,F,1953-03-17
1936-10-29,2261960602892,M33 3,F,F,1967-11-25
1982-12-01,19346642021113,M24 1,B,M,2000-11-01
1934-09-11,65429924117130,M19 3,A,F,1983-05-25
2003-05-14,15690082302725,M22 5,B,M,2009-01-27
1988-11-29,96862693425175,M33 6,D,F,2013-11-10
1970-07-15,76192711355074,M40 0,D,F,1998-02-07
1986-04-20,49406795763177,M12 5,A,M,2015-03-06
1934-01-07,5150209759109,M4 1,F,F,1971-10-10
1996-12-15,58704908336034,M14 7,X,F,1997-08-04
2005-07-07,16100614337250,M40 1,A,F,2014-05-14
1957-05-16,94579862606289,M40 8,F,F,1977-03-01
2007-11-06,45710021706744,M27 9,F,F,2016-01-21
1989-11-04,61134093769476,M33 5,B,M,2011-07-29
1991-12-12,93189713709857,M27 0,F,F,1996-09-04
1991-01-14,427910187971,M27 0,B,M,2015-09-19
1953-08-24,65283664913036,M23 9,D,F,1972-11-03
1948-06-25,91430115071254,M27 0,F,F,2004-02-15
1996-09-27,32809549770621,M1 3,A,M,2007-02-07
1939-04-16,74838990313865,M41 7,A,F,1992-05-09
1974-05-23,97997730409286,M45 8,B,M,2014-07-08
1983-05-07,35254740643851,M7 2,D,M,2006-09-24
1970-10-16,97612852417586,M46 0,D,M,2008-11-06
2000-01-17,748287672718,M34 5,C,F,2010-04-13
1945-08-13,76009789326808,M4 1,C,F,1954-01-04
1942-09-02,94684469199801,M25 3,F,F,1986-04-24
1963-01-09,54407429741005,M33 6,C,F,1977-12-09
1970-01-04,64329768485802,M14 7,B,M,2013-06-16
1960-02-10,85022630829243,M25 3,B,M,1999-01-17
1936-06-24,98382670712419,M40 1,F,F,1990-10-09
1937-06-28,68665722842893,M22 9,B,F,1946-07-24
1938-10-31,44790052075447,M5 4,C,M,1988-01-04
1974-04-22,16239691363872,M26 3,B,F,1994-05-14
1968-03-26,70134686014065,M40 7,C,F,1978-12-23
1965-03-06,25171180224023,M20 1,D,F,1976-09-14
1996-02-12,2213710466562,M24 2,F,F,1998-01-31
1992-08-21,35262056782709,M34 6,X,M,1999-01-08
1974-04-13,49384968459981,M46 0,A,F,1986-05-16
1958-12-31,90051621218932,M18 7,A,F,1960-02-17
1972-06-23,85304377300977,M11 4,C,M,2003-03-25
1933-05-13,22816446415369,M45 7,X,F,2016-06-12
1986-02-03,74943942971465,M7 3,C,M,1997-02-01
1986-05-10,25772061560382,M22 0,C,M,1993-11-18
2005-04-01,18311870293677,M1 3,B,F,2017-11-02
1964-10-27,8892140068938,M14 7,A,F,2013-11-04
